Metric,VIX9D,VIX,VIX3M,VIX6M,VIX1Y,VIX9D/VIX Fast,VIX/VIX3M Med,VIX/VIX6M S,VIX/VIX1Y L
10/10/2017,8.72,10.08,12.47,14.82,16.68,86.51%,80.83%,68.02%,60.43%
10/11/2017,8.32,9.85,12.24,14.66,16.64,84.47%,80.47%,67.19%,59.19%
10/12/2017,8.34,9.91,12.26,14.72,16.71,84.16%,80.83%,67.32%,59.31%
10/13/2017,8.03,9.61,11.98,14.52,16.63,83.56%,80.22%,66.18%,57.79%
10/16/2017,8.46,9.91,11.94,14.48,16.52,85.37%,83.00%,68.44%,59.99%
10/17/2017,8.69,10.31,12.05,14.54,16.51,84.29%,85.56%,70.91%,62.45%
10/18/2017,8.37,10.07,11.92,14.48,16.64,83.12%,84.48%,69.54%,60.52%
10/19/2017,8.88,10.05,11.96,14.48,16.55,88.36%,84.03%,69.41%,60.73%
10/20/2017,8.41,9.97,11.85,14.35,16.4,84.35%,84.14%,69.48%,60.79%
10/23/2017,10.77,11.07,12.55,14.85,16.75,97.29%,88.21%,74.55%,66.09%
10/24/2017,10.48,11.16,12.67,14.79,16.6,93.91%,88.08%,75.46%,67.23%
10/25/2017,11.09,11.23,12.95,15,16.8,98.75%,86.72%,74.87%,66.85%
10/26/2017,10.69,11.3,12.93,14.94,16.64,94.60%,87.39%,75.64%,67.91%
10/27/2017,8.61,9.8,12.23,14.48,16.5,87.86%,80.13%,67.68%,59.39%
10/30/2017,9.81,10.5,12.57,14.75,16.52,93.43%,83.53%,71.19%,63.56%
10/31/2017,9.32,10.18,12.38,14.6,16.41,91.55%,82.23%,69.73%,62.04%
11/1/2017,9.29,10.2,12.57,14.75,16.54,91.08%,81.15%,69.15%,61.67%
11/2/2017,8.54,9.93,12.68,14.9,16.72,86.00%,78.31%,66.64%,59.39%
11/3/2017,7.84,9.14,12.42,14.81,16.73,85.78%,73.59%,61.72%,54.63%
11/6/2017,8.09,9.4,12.57,14.87,16.63,86.06%,74.78%,63.21%,56.52%
11/7/2017,8.83,9.89,12.76,15.12,16.86,89.28%,77.51%,65.41%,58.66%
11/8/2017,8.28,9.78,12.88,15.21,16.87,84.66%,75.93%,64.30%,57.97%
11/9/2017,9.65,10.5,13.14,15.43,17.06,91.90%,79.91%,68.05%,61.55%
11/10/2017,10.31,11.29,13.61,15.91,17.44,91.32%,82.95%,70.96%,64.74%
11/13/2017,9.84,11.5,13.75,15.91,17.49,85.57%,83.64%,72.28%,65.75%
11/14/2017,9.73,11.59,13.93,16.15,17.65,83.95%,83.20%,71.76%,65.67%
11/15/2017,11.73,13.13,14.66,16.72,18.08,89.34%,89.56%,78.53%,72.62%
11/16/2017,8.74,11.76,13.96,16.06,17.55,74.32%,84.24%,73.23%,67.01%
11/17/2017,8.49,11.43,13.8,15.98,17.53,74.28%,82.83%,71.53%,65.20%
11/20/2017,8.6,10.65,13.28,15.51,17.17,80.75%,80.20%,68.67%,62.03%
11/21/2017,7.97,9.73,12.55,14.91,16.89,81.91%,77.53%,65.26%,57.61%
11/22/2017,7.87,9.88,12.44,14.85,16.96,79.66%,79.42%,66.53%,58.25%
11/24/2017,7.87,9.67,12.42,14.8,16.84,81.39%,77.86%,65.34%,57.42%
11/27/2017,9,9.87,12.57,14.87,16.93,91.19%,78.52%,66.38%,58.30%
11/28/2017,9.18,10.03,12.27,14.63,16.75,91.53%,81.74%,68.56%,59.88%
11/29/2017,10.16,10.7,12.82,15.17,17.19,94.95%,83.46%,70.53%,62.25%
11/30/2017,11.38,11.28,13.04,15.15,17.78,100.89%,86.50%,74.46%,63.44%
12/1/2017,11.98,11.43,13.28,15.3,17.25,104.81%,86.07%,74.71%,66.26%
12/4/2017,12.21,11.68,13.55,15.27,16.98,104.54%,86.20%,76.49%,68.79%
12/5/2017,11.11,11.33,13.54,15.37,17.2,98.06%,83.68%,73.72%,65.87%
12/6/2017,10.9,11.02,13.45,15.3,17.12,98.91%,81.93%,72.03%,64.37%
12/7/2017,9.51,10.16,12.93,14.97,16.94,93.60%,78.58%,67.87%,59.98%
12/8/2017,8.44,9.58,12.46,14.61,17.25,88.10%,76.89%,65.57%,55.54%
12/11/2017,8.79,9.34,12.28,14.44,16.58,94.11%,76.06%,64.68%,56.33%
12/12/2017,9.24,9.92,12.48,14.59,16.72,93.15%,79.49%,67.99%,59.33%
12/13/2017,9.35,10.18,12.5,14.71,16.76,91.85%,81.44%,69.20%,60.74%
12/14/2017,9.87,10.49,12.8,14.76,17,94.09%,81.95%,71.07%,61.71%
12/15/2017,8.25,9.42,12.08,14.38,16.72,87.58%,77.98%,65.51%,56.34%
12/18/2017,8.05,9.53,12.07,14.28,16.38,84.47%,78.96%,66.74%,58.18%
12/19/2017,9.03,10.03,12.51,14.57,16.55,90.03%,80.18%,68.84%,60.60%
12/20/2017,8.34,9.72,12.37,14.44,16.38,85.80%,78.58%,67.31%,59.34%
12/21/2017,7.63,9.62,12.35,14.46,16.38,79.31%,77.89%,66.53%,58.73%
12/22/2017,7.51,9.9,12.49,14.66,16.58,75.86%,79.26%,67.53%,59.71%
12/26/2017,8.48,10.25,12.62,14.82,16.58,82.73%,81.22%,69.16%,61.82%
12/27/2017,9.71,10.47,12.65,14.74,16.63,92.74%,82.77%,71.03%,62.96%
12/28/2017,9.27,10.18,12.76,14.91,16.81,91.06%,79.78%,68.28%,60.56%
12/29/2017,10.42,11.04,13.09,15.11,16.68,94.38%,84.34%,73.06%,66.19%
1/2/2018,8.54,9.77,12.61,14.72,16.35,87.41%,77.48%,66.37%,59.76%
1/3/2018,7.85,9.15,12.32,14.41,16.05,85.79%,74.27%,63.50%,57.01%
1/4/2018,7.73,9.22,12.24,14.38,15.97,83.84%,75.33%,64.12%,57.73%
1/5/2018,7.7,9.22,12.06,14.19,15.87,83.51%,76.45%,64.98%,58.10%
1/8/2018,7.9,9.52,12.15,14.21,15.73,82.98%,78.35%,67.00%,60.52%
1/9/2018,8.35,10.08,12.41,14.32,15.86,82.84%,81.22%,70.39%,63.56%
1/10/2018,7.85,9.82,12.36,14.31,15.93,79.94%,79.45%,68.62%,61.64%
1/11/2018,7.84,9.88,12.16,14.11,15.62,79.35%,81.25%,70.02%,63.25%
1/12/2018,8.68,10.16,12.2,14.18,15.63,85.43%,83.28%,71.65%,65.00%
1/16/2018,11.25,11.66,13.23,14.99,16.27,96.48%,88.13%,77.79%,71.67%
1/17/2018,11.69,11.91,13.25,14.88,16.16,98.15%,89.89%,80.04%,73.70%
1/18/2018,12.37,12.22,13.58,15.15,16.39,101.23%,89.99%,80.66%,74.56%
1/19/2018,10.41,11.27,13.04,14.86,16.24,92.37%,86.43%,75.84%,69.40%
1/22/2018,10.86,11.03,12.99,14.84,16.33,98.46%,84.91%,74.33%,67.54%
1/23/2018,11.02,11.1,13.22,14.94,16.39,99.28%,83.96%,74.30%,67.72%
1/24/2018,11.45,11.47,13.53,15.25,16.57,99.83%,84.77%,75.21%,69.22%
1/25/2018,11.64,11.58,13.68,15.39,16.64,100.52%,84.65%,75.24%,69.59%
1/26/2018,10.46,11.08,13.46,15.11,16.49,94.40%,82.32%,73.33%,67.19%
1/29/2018,14.91,13.84,14.99,16.14,17.2,107.73%,92.33%,85.75%,80.47%
1/30/2018,16.2,14.79,15.83,16.78,17.63,109.53%,93.43%,88.14%,83.89%
1/31/2018,13.86,13.54,14.9,16.06,17.22,102.36%,90.87%,84.31%,78.63%
2/1/2018,13.86,13.47,14.72,15.9,17.08,102.90%,91.51%,84.72%,78.86%
2/2/2018,18.86,17.31,17.03,17.49,18.07,108.95%,101.64%,98.97%,95.79%
2/5/2018,59.34,37.32,28.13,24.55,22.49,159.00%,132.67%,152.02%,165.94%
2/6/2018,39.46,29.98,23.75,21.54,20.33,131.62%,126.23%,139.18%,147.47%
2/7/2018,32.86,27.73,23.03,21.76,20.66,118.50%,120.41%,127.44%,134.22%
2/8/2018,41.44,33.46,27.33,24.89,22.8,123.85%,122.43%,134.43%,146.75%
2/9/2018,31.64,29.06,24.92,23.18,21.93,108.88%,116.61%,125.37%,132.51%
2/12/2018,26.83,25.61,22.86,22.08,20.92,104.76%,112.03%,115.99%,122.42%
2/13/2018,25.29,24.97,22.65,21.67,20.87,101.28%,110.24%,115.23%,119.65%
2/14/2018,18.73,19.26,19.34,19.75,19.46,97.25%,99.59%,97.52%,98.97%
2/15/2018,18.58,19.13,19.08,19.4,19.39,97.12%,100.26%,98.61%,98.66%
2/16/2018,18.68,19.46,19.17,19.48,19.52,95.99%,101.51%,99.90%,99.69%
2/20/2018,20.64,20.6,20.01,20.04,19.89,100.19%,102.95%,102.79%,103.57%
2/21/2018,20.01,20.02,20.03,20.14,19.91,99.95%,99.95%,99.40%,100.55%
2/22/2018,18.13,18.72,19.06,19.36,19.46,96.85%,98.22%,96.69%,96.20%
2/23/2018,14.98,16.49,17.5,18.21,18.3,90.84%,94.23%,90.55%,90.11%
2/26/2018,15.16,15.8,16.92,17.6,18.14,95.95%,93.38%,89.77%,87.10%
2/27/2018,18.12,18.59,19.02,19.26,19.17,97.47%,97.74%,96.52%,96.97%
2/28/2018,19.19,19.85,19.89,19.99,19.75,96.68%,99.80%,99.30%,100.51%
3/1/2018,23.89,22.47,21.42,21.1,20.29,106.32%,104.90%,106.49%,110.74%
3/2/2018,18.87,19.59,19.86,19.97,19.39,96.32%,98.64%,98.10%,101.03%
3/5/2018,18.26,18.73,19.21,19.52,19.04,97.49%,97.50%,95.95%,98.37%
3/6/2018,17.23,18.36,19.24,19.6,19.93,93.85%,95.43%,93.67%,92.12%
3/7/2018,16.71,17.76,18.84,19.44,19.84,94.09%,94.27%,91.36%,89.52%
3/8/2018,15.86,16.54,18.18,18.88,19.5,95.89%,90.98%,87.61%,84.82%
3/9/2018,13.53,14.64,17.01,17.95,18.51,92.42%,86.07%,81.56%,79.09%
3/12/2018,15.24,15.78,17.8,18.65,19.04,96.58%,88.65%,84.61%,82.88%
3/13/2018,15.36,16.35,18.05,18.86,18.83,93.94%,90.58%,86.69%,86.83%
3/14/2018,17.28,17.23,18.78,19.4,19.51,100.29%,91.75%,88.81%,88.31%
3/15/2018,15.96,16.59,18.21,19.11,19.42,96.20%,91.10%,86.81%,85.43%
3/16/2018,14.93,15.8,17.74,18.69,19.22,94.49%,89.06%,84.54%,82.21%
3/19/2018,21.95,19.02,19.38,19.7,19.76,115.40%,98.14%,96.55%,96.26%
3/20/2018,19.7,18.2,18.88,19.54,19.61,108.24%,96.40%,93.14%,92.81%
3/21/2018,18.52,17.86,18.71,19.49,19.56,103.70%,95.46%,91.64%,91.31%
3/22/2018,26.31,23.34,21.66,21.44,20.63,112.72%,107.76%,108.86%,113.14%
3/23/2018,28.22,24.87,22.79,22.86,21.31,113.47%,109.13%,108.79%,116.71%
3/26/2018,22.28,21.03,20.7,20.9,20.55,105.94%,101.59%,100.62%,102.34%
3/27/2018,22.95,22.5,21.94,22,21.32,102.00%,102.55%,102.27%,105.53%
3/28/2018,24.94,22.87,22.31,22.29,21.66,109.05%,102.51%,102.60%,105.59%
3/29/2018,20.57,19.97,20.55,21.05,20.87,103.00%,97.18%,94.87%,95.69%
4/2/2018,27.31,23.62,22.57,22.33,21.69,115.62%,104.65%,105.78%,108.90%
4/3/2018,23.48,21.1,21.02,21.26,20.84,111.28%,100.38%,99.25%,101.25%
4/4/2018,21.95,20.06,20.42,20.85,20.5,109.42%,98.24%,96.21%,97.85%
4/5/2018,19.93,18.94,19.61,20.13,20.1,105.23%,96.58%,94.09%,94.23%
4/6/2018,23.06,21.49,21.2,21.41,20.87,107.31%,101.37%,100.37%,102.97%
4/9/2018,23.83,21.77,21.23,21.29,20.87,109.46%,102.54%,102.25%,104.31%
4/10/2018,20.92,20.47,20.4,20.75,20.57,102.20%,100.34%,98.65%,99.51%
4/11/2018,20.37,20.24,20.37,20.8,20.72,100.64%,99.36%,97.31%,97.68%
4/12/2018,17.82,18.49,19.28,19.98,20.18,96.38%,95.90%,92.54%,91.63%
4/13/2018,16.36,17.41,18.55,19.35,19.7,93.97%,93.85%,89.97%,88.38%
4/16/2018,16.57,16.56,17.82,18.77,19.25,100.06%,92.93%,88.23%,86.03%
4/17/2018,15.35,15.25,16.8,18.03,18.68,100.66%,90.77%,84.58%,81.64%
4/18/2018,14.64,15.6,16.8,17.93,18.5,93.85%,92.86%,87.01%,84.32%
4/19/2018,15.5,15.96,17.12,18.21,18.71,97.12%,93.22%,87.64%,85.30%
4/20/2018,16.23,16.88,17.72,18.65,19.04,96.15%,95.26%,90.51%,88.66%
4/23/2018,16.44,16.34,17.35,18.38,18.83,100.61%,94.18%,88.90%,86.78%
4/24/2018,19.17,18.02,18.23,19,19.24,106.38%,98.85%,94.84%,93.66%
4/25/2018,18.71,17.84,18.23,18.99,19.18,104.88%,97.86%,93.94%,93.01%
4/26/2018,16.01,16.24,17.29,18.29,18.71,98.58%,93.93%,88.79%,86.80%
4/27/2018,14.44,15.41,17.08,18.22,18.71,93.71%,90.22%,84.58%,82.36%
4/30/2018,16.45,15.93,17.34,18.33,18.9,103.26%,91.87%,86.91%,84.29%
5/1/2018,15.7,15.49,16.91,18.08,18.68,101.36%,91.60%,85.67%,82.92%
5/2/2018,16.53,15.97,17.26,18.32,18.89,103.51%,92.53%,87.17%,84.54%
5/3/2018,15.75,15.9,17.03,18.16,18.7,99.06%,93.36%,87.56%,85.03%
5/4/2018,13.86,14.77,16.65,17.84,18.43,93.84%,88.71%,82.79%,80.14%
5/7/2018,14.22,14.75,16.65,17.89,18.47,96.41%,88.59%,82.45%,79.86%
5/8/2018,13.98,14.71,16.48,17.76,18.36,95.04%,89.26%,82.83%,80.12%
5/9/2018,12.13,13.42,15.78,17.27,18.05,90.39%,85.04%,77.71%,74.35%
5/10/2018,12.43,13.23,15.24,16.83,17.74,93.95%,86.81%,78.61%,74.58%
5/11/2018,11.24,12.65,14.82,16.57,17.59,88.85%,85.36%,76.34%,71.92%
5/14/2018,11.92,12.93,14.53,16.26,17.34,92.19%,88.99%,79.52%,74.57%
5/15/2018,14.29,14.63,15.79,17.05,17.86,97.68%,92.65%,85.81%,81.91%
5/16/2018,12.36,13.42,15.14,16.6,17.47,92.10%,88.64%,80.84%,76.82%
5/17/2018,12.02,13.43,15.02,16.63,17.49,89.50%,89.41%,80.76%,76.79%
5/18/2018,11.48,13.42,15.19,16.79,17.71,85.54%,88.35%,79.93%,75.78%
5/21/2018,11.37,13.08,14.69,16.28,17.35,86.93%,89.04%,80.34%,75.39%
5/22/2018,10.92,13.22,14.88,16.4,17.53,82.60%,88.84%,80.61%,75.41%
5/23/2018,10.06,12.58,14.48,16.19,17.35,79.97%,86.88%,77.70%,72.51%
5/24/2018,10.33,12.53,14.43,16.16,17.38,82.44%,86.83%,77.54%,72.09%
5/25/2018,11.46,13.22,14.83,16.43,17.55,86.69%,89.14%,80.46%,75.33%
5/29/2018,17.24,17.02,17.13,17.94,18.44,101.29%,99.36%,94.87%,92.30%
5/30/2018,13.26,14.94,16,17.26,17.98,88.76%,93.38%,86.56%,83.09%
5/31/2018,14.12,15.43,16.33,17.54,18.22,91.51%,94.49%,87.97%,84.69%
6/1/2018,11.44,13.46,15.27,16.81,17.59,84.99%,88.15%,80.07%,76.52%
6/4/2018,12.02,12.74,14.9,16.47,17.41,94.35%,85.50%,77.35%,73.18%
6/5/2018,11.68,12.4,14.72,16.31,17.29,94.19%,84.24%,76.03%,71.72%
6/6/2018,11.03,11.64,14.19,15.97,17.04,94.76%,82.03%,72.89%,68.31%
6/7/2018,11.9,12.13,14.43,16.06,17.22,98.10%,84.06%,75.53%,70.44%
6/8/2018,11.56,12.18,14.6,16.13,17.23,94.91%,83.42%,75.51%,70.69%
6/11/2018,12.53,12.35,14.55,16.12,17.17,101.46%,84.88%,76.61%,71.93%
6/12/2018,12.03,12.34,14.59,16.17,17.23,97.49%,84.58%,76.31%,71.62%
6/13/2018,12.66,12.94,14.92,16.43,17.44,97.84%,86.73%,78.76%,74.20%
6/14/2018,11.56,12.12,14.4,16.09,17.31,95.38%,84.17%,75.33%,70.02%
6/15/2018,10.84,11.98,14.42,16.32,17.54,90.48%,83.08%,73.41%,68.30%
6/18/2018,11.69,12.31,14.48,16.35,17.61,94.96%,85.01%,75.29%,69.90%
6/19/2018,12.97,13.35,15.17,16.89,18.09,97.15%,88.00%,79.04%,73.80%
6/20/2018,12.16,12.79,14.79,16.52,17.77,95.07%,86.48%,77.42%,71.98%
6/21/2018,14.56,14.64,15.87,17.2,18.18,99.45%,92.25%,85.12%,80.53%
6/22/2018,12.16,13.77,15.5,16.92,18.12,88.31%,88.84%,81.38%,75.99%
6/25/2018,17.68,17.33,17.52,18.27,18.87,102.02%,98.92%,94.85%,91.84%
6/26/2018,15.16,15.92,16.87,17.79,18.49,95.23%,94.37%,89.49%,86.10%
6/27/2018,17.91,17.91,18.05,18.66,18.99,100.00%,99.22%,95.98%,94.31%
6/28/2018,15.83,16.85,17.52,18.29,18.78,93.95%,96.18%,92.13%,89.72%
6/29/2018,14.93,16.09,17.14,18.09,18.67,92.79%,93.87%,88.94%,86.18%
7/2/2018,14.42,15.6,16.95,17.97,18.65,92.44%,92.04%,86.81%,83.65%
7/3/2018,15.17,16.14,17.35,18.23,18.82,93.99%,93.03%,88.54%,85.76%
7/5/2018,14.14,14.97,16.53,17.63,18.35,94.46%,90.56%,84.91%,81.58%
7/6/2018,11.49,13.37,15.71,17.07,18,85.94%,85.11%,78.32%,74.28%
7/9/2018,10.79,12.69,14.87,16.29,17.4,85.03%,85.34%,77.90%,72.93%
7/10/2018,10.66,12.64,14.71,16.11,17.23,84.34%,85.93%,78.46%,73.36%
7/11/2018,11.8,13.63,15.38,16.54,17.46,86.57%,88.62%,82.41%,78.06%
7/12/2018,10.6,12.58,14.76,16.1,17.22,84.26%,85.23%,78.14%,73.05%
7/13/2018,10.07,12.18,14.54,15.9,17.11,82.68%,83.77%,76.60%,71.19%
7/16/2018,11.5,12.83,14.85,16.1,17.21,89.63%,86.40%,79.69%,74.55%
7/17/2018,10.56,12.06,14.4,15.83,17.14,87.56%,83.75%,76.18%,70.36%
7/18/2018,10.03,12.1,14.39,15.88,17.17,82.89%,84.09%,76.20%,70.47%
7/19/2018,11.15,12.87,14.97,16.22,17.41,86.64%,85.97%,79.35%,73.92%
7/20/2018,11.01,12.86,15.08,16.41,17.62,85.61%,85.28%,78.37%,72.99%
7/23/2018,11.34,12.62,14.86,16.24,17.45,89.86%,84.93%,77.71%,72.32%
7/24/2018,11.15,12.41,14.7,16.09,17.33,89.85%,84.42%,77.13%,71.61%
7/25/2018,11.27,12.29,14.55,15.89,17.14,91.70%,84.47%,77.34%,71.70%
7/26/2018,11.07,12.14,14.4,15.87,17.18,91.19%,84.31%,76.50%,70.66%
7/27/2018,11.59,13.03,15,16.22,17.33,88.95%,86.87%,80.33%,75.19%
7/30/2018,13.57,14.26,15.66,16.68,17.66,95.16%,91.06%,85.49%,80.75%
7/31/2018,11.64,12.83,14.87,16.21,17.42,90.72%,86.28%,79.15%,73.65%
8/1/2018,12.29,13.15,15.22,16.41,17.59,93.46%,86.40%,80.13%,74.76%
8/2/2018,10.51,12.19,14.76,16.08,17.34,86.22%,82.59%,75.81%,70.30%
8/3/2018,9.58,11.64,14.49,15.9,17.13,82.30%,80.33%,73.21%,67.95%
8/6/2018,9.74,11.27,14.23,15.68,16.92,86.42%,79.20%,71.88%,66.61%
8/7/2018,9.13,10.93,13.93,15.41,16.76,83.53%,78.46%,70.93%,65.21%
8/8/2018,8.86,10.85,13.96,15.45,16.85,81.66%,77.72%,70.23%,64.39%
8/9/2018,9.46,11.27,14.13,15.54,16.89,83.94%,79.76%,72.52%,66.73%
8/10/2018,13.09,13.16,15.22,16.29,17.4,99.47%,86.47%,80.79%,75.63%
8/13/2018,15.34,14.78,16.21,16.97,17.83,103.79%,91.18%,87.09%,82.89%
8/14/2018,12.62,13.31,15.35,16.39,17.45,94.82%,86.71%,81.21%,76.28%
8/15/2018,15.01,14.64,16.19,16.94,17.72,102.53%,90.43%,86.42%,82.62%
8/16/2018,12.92,13.45,15.51,16.47,17.38,96.06%,86.72%,81.66%,77.39%
8/17/2018,11.57,12.64,15.17,16.26,17.27,91.53%,83.32%,77.74%,73.19%
8/20/2018,11.42,12.49,15,16.15,17.16,91.43%,83.27%,77.34%,72.79%
8/21/2018,11.55,12.86,15.19,16.33,17.24,89.81%,84.66%,78.75%,74.59%
8/22/2018,10.77,12.25,15.08,16.25,17.2,87.92%,81.23%,75.38%,71.22%
8/23/2018,10.8,12.41,15.06,16.28,17.25,87.03%,82.40%,76.23%,71.94%
8/24/2018,10.17,11.99,14.82,16.07,17.08,84.82%,80.90%,74.61%,70.20%
8/27/2018,10.23,12.16,14.79,16,17.01,84.13%,82.22%,76.00%,71.49%
8/28/2018,10.2,12.5,15.11,16.25,17.21,81.60%,82.73%,76.92%,72.63%
8/29/2018,9.77,12.25,14.95,16.2,17.2,79.76%,81.94%,75.62%,71.22%
8/30/2018,11.49,13.53,15.54,16.69,17.58,84.92%,87.07%,81.07%,76.96%
8/31/2018,11.01,12.86,15.15,16.43,17.41,85.61%,84.88%,78.27%,73.87%
9/4/2018,11.97,13.16,15.45,16.59,17.5,90.96%,85.18%,79.32%,75.20%
9/5/2018,12.65,13.91,15.92,16.93,17.8,90.94%,87.37%,82.16%,78.15%
9/6/2018,13.46,14.65,16.34,17.26,18.02,91.88%,89.66%,84.88%,81.30%
9/7/2018,13.49,14.88,16.59,17.47,18.18,90.66%,89.69%,85.17%,81.85%
9/10/2018,12.57,14.16,16.17,17.15,18.04,88.77%,87.57%,82.57%,78.49%
9/11/2018,11,13.22,15.54,16.64,17.68,83.21%,85.07%,79.45%,74.77%
9/12/2018,10.67,13.14,15.32,16.4,17.45,81.20%,85.77%,80.12%,75.30%
9/13/2018,10.03,12.37,14.77,15.86,17.11,81.08%,83.75%,77.99%,72.30%
9/14/2018,9.93,12.07,14.37,15.6,16.98,82.27%,83.99%,77.37%,71.08%
9/17/2018,13.5,13.68,15.28,16.1,17.23,98.68%,89.53%,84.97%,79.40%
9/18/2018,11.74,12.79,15.04,15.99,17.1,91.79%,85.04%,79.99%,74.80%
9/19/2018,11.45,11.75,14.65,15.85,16.99,97.45%,80.20%,74.13%,69.16%
9/20/2018,11.04,11.8,14.51,15.7,16.84,93.56%,81.32%,75.16%,70.07%
9/21/2018,10.63,11.68,14.58,15.9,17,91.01%,80.11%,73.46%,68.71%
9/24/2018,11.63,12.2,14.77,15.96,17.07,95.33%,82.60%,76.44%,71.47%
9/25/2018,11.76,12.42,14.92,16.05,17.11,94.69%,83.24%,77.38%,72.59%
9/26/2018,12.7,12.89,15.15,16.2,17.25,98.53%,85.08%,79.57%,74.72%
9/27/2018,12.09,12.41,14.89,16.07,17.23,97.42%,83.34%,77.22%,72.03%
9/28/2018,11.17,12.12,14.77,15.98,17.22,92.16%,82.06%,75.84%,70.38%
10/1/2018,11.19,12,14.74,15.95,17.2,93.25%,81.41%,75.24%,69.77%
10/2/2018,11.13,12.05,14.84,16.03,17.22,92.37%,81.20%,75.17%,69.98%
10/3/2018,10.81,11.61,14.68,15.96,17.17,93.11%,79.09%,72.74%,67.62%
10/4/2018,15.42,14.22,15.84,16.7,17.61,108.44%,89.77%,85.15%,80.75%
10/5/2018,14.86,14.82,16.25,17.14,17.97,100.27%,91.20%,86.46%,82.47%
10/8/2018,14.92,15.69,16.51,17.36,18.14,95.09%,95.03%,90.38%,86.49%
10/9/2018,14.4,15.95,16.63,17.4,18.22,90.28%,95.91%,91.67%,87.54%
10/10/2018,25.98,22.96,20.7,20.31,19.99,113.15%,110.92%,113.05%,114.86%
10/11/2018,29.58,24.98,21.56,20.88,20.53,118.41%,115.86%,119.64%,121.68%
10/12/2018,22.84,21.31,19.84,19.87,19.83,107.18%,107.41%,107.25%,107.46%
10/15/2018,23.91,21.3,20.29,20.27,20.19,112.25%,104.98%,105.08%,105.50%
10/16/2018,17.85,17.62,17.96,18.58,19.01,101.31%,98.11%,94.83%,92.69%
10/17/2018,17.75,17.4,18.1,18.64,19.07,102.01%,96.13%,93.35%,91.24%
10/18/2018,22.31,20.06,19.86,19.93,20.01,111.22%,101.01%,100.65%,100.25%
10/19/2018,21.13,19.89,19.84,20.03,20.08,106.23%,100.25%,99.30%,99.05%
10/22/2018,20.67,19.64,19.82,20.01,20.02,105.24%,99.09%,98.15%,98.10%
10/23/2018,23.43,20.71,20.28,20.29,20.21,113.13%,102.12%,102.07%,102.47%
10/24/2018,31.91,25.23,22.62,22.04,21.49,126.48%,111.54%,114.47%,117.40%
10/25/2018,29.62,24.22,22.44,21.84,21.36,122.30%,107.93%,110.90%,113.39%
10/26/2018,29.89,24.16,22.48,21.97,21.41,123.72%,107.47%,109.97%,112.84%
10/29/2018,31.03,24.7,23.06,22.27,21.45,125.63%,107.11%,110.91%,115.15%
10/30/2018,28.87,23.35,22.23,21.72,21.26,123.64%,105.04%,107.50%,109.83%
10/31/2018,25.16,21.23,21.15,21,20.7,118.51%,100.38%,101.10%,102.56%
11/1/2018,21.54,19.34,20.07,20.23,20.21,111.38%,96.36%,95.60%,95.70%
11/2/2018,21.17,19.51,20.3,20.45,20.47,108.51%,96.11%,95.40%,95.31%
11/5/2018,21.63,19.96,20.2,20.25,20.26,108.37%,98.81%,98.57%,98.52%
11/6/2018,21.62,19.91,19.58,19.7,19.89,108.59%,101.69%,101.07%,100.10%
11/7/2018,15.54,16.36,17.62,18.29,18.95,94.99%,92.85%,89.45%,86.33%
11/8/2018,15.56,16.72,17.68,18.24,18.93,93.06%,94.57%,91.67%,88.33%
11/9/2018,15.63,17.36,18.46,18.94,19.38,90.03%,94.04%,91.66%,89.58%
11/12/2018,20.69,20.45,20.23,20.16,20.01,101.17%,101.09%,101.44%,102.20%
11/13/2018,19.38,20.02,20.27,20.29,20.23,96.80%,98.77%,98.67%,98.96%
11/14/2018,21.39,21.25,21.22,21.04,20.77,100.66%,100.14%,101.00%,102.31%
11/15/2018,19.5,19.98,20.31,20.48,20.51,97.60%,98.38%,97.56%,97.42%
11/16/2018,16.35,18.14,19.35,19.82,20.02,90.13%,93.75%,91.52%,90.61%
11/19/2018,20.43,20.1,20.64,20.79,20.83,101.64%,97.38%,96.68%,96.50%
11/20/2018,23.63,22.48,22.27,22.09,21.7,105.12%,100.94%,101.77%,103.59%
11/21/2018,19.86,20.8,21.32,21.47,21.42,95.48%,97.56%,96.88%,97.11%
11/23/2018,21.42,21.52,21.75,21.79,21.64,99.54%,98.94%,98.76%,99.45%
11/26/2018,20.04,18.9,20.11,20.55,20.71,106.03%,93.98%,91.97%,91.26%
11/27/2018,21.08,19.02,19.94,20.39,21.15,110.83%,95.39%,93.28%,89.93%
11/28/2018,21.92,18.49,19.28,19.7,20.81,118.55%,95.90%,93.86%,88.85%
11/29/2018,22.38,18.79,19.59,20.02,20.74,119.11%,95.92%,93.86%,90.60%
11/30/2018,22.11,18.07,18.89,19.69,20.03,122.36%,95.66%,91.77%,90.21%
12/3/2018,17.21,16.44,17.95,18.6,19.24,104.68%,91.59%,88.39%,85.45%
12/4/2018,25.13,20.74,20.75,20.59,20.51,121.17%,99.95%,100.73%,101.12%
12/6/2018,25.06,21.19,21.06,20.74,20.56,118.26%,100.62%,102.17%,103.06%
12/7/2018,27.47,23.23,22.44,21.92,21.39,118.25%,103.52%,105.98%,108.60%
12/10/2018,25.24,22.64,22.01,21.75,21.28,111.48%,102.86%,104.09%,106.39%
12/11/2018,23.79,21.76,21.72,21.69,21.6,109.33%,100.18%,100.32%,100.74%
12/12/2018,22.64,21.46,21.59,21.65,21.43,105.50%,99.40%,99.12%,100.14%
