Metric,VIX9D,VIX,VIX3M,VIX6M,VIX1Y,VIX9D/VIX Fast,VIX/VIX3M Med,VIX/VIX6M S,VIX/VIX1Y L
8/13/2019,17.49,17.52,18.53,18.69,18.64,99.83%,94.55%,93.74%,93.99%
8/14/2019,24.42,22.1,21.3,20.73,19.96,110.50%,103.76%,106.61%,110.72%
8/15/2019,22.45,21.18,21.07,20.58,19.98,106.00%,100.52%,102.92%,106.01%
8/16/2019,18.36,18.47,19.7,19.64,19.33,99.40%,93.76%,94.04%,95.55%
8/19/2019,17.2,16.88,18.36,18.82,18.85,101.90%,91.94%,89.69%,89.55%
8/20/2019,18.43,17.5,18.87,19.15,19.22,105.31%,92.74%,91.38%,91.05%
8/21/2019,16.09,15.8,17.72,18.37,18.7,101.84%,89.16%,86.01%,84.49%
8/22/2019,16.71,16.68,18.23,18.75,18.97,100.18%,91.50%,88.96%,87.93%
8/23/2019,21.55,19.87,20.36,20.22,20.11,108.45%,97.59%,98.27%,98.81%
8/26/2019,19.82,19.32,19.82,19.88,19.82,102.59%,97.48%,97.18%,97.48%
8/27/2019,20.81,20.31,20.64,20.56,20.29,102.46%,98.40%,98.78%,100.10%
8/28/2019,19.16,19.35,20.05,20.16,20.06,99.02%,96.51%,95.98%,96.46%
8/29/2019,16.85,17.88,19.03,19.45,19.56,94.24%,93.96%,91.93%,91.41%
8/30/2019,18.6,18.98,19.54,19.85,19.86,98.00%,97.13%,95.62%,95.57%
9/3/2019,19.07,19.66,20.12,20.36,20.28,97.00%,97.71%,96.56%,96.94%
9/4/2019,15.6,17.33,18.81,19.43,19.71,90.02%,92.13%,89.19%,87.92%
9/5/2019,14.59,16.27,18.08,18.88,19.26,89.67%,89.99%,86.18%,84.48%
9/6/2019,12.39,15,17.46,18.51,19.01,82.60%,85.91%,81.04%,78.91%
9/9/2019,13.66,15.27,17.55,18.58,19.05,89.46%,87.01%,82.19%,80.16%
9/10/2019,13.76,15.2,17.41,18.48,18.99,90.53%,87.31%,82.25%,80.04%
9/11/2019,13.13,14.61,17.1,18.25,18.82,89.87%,85.44%,80.05%,77.63%
9/12/2019,13.1,14.22,16.81,18.07,18.65,92.12%,84.59%,78.69%,76.25%
9/13/2019,12.62,13.74,16.67,18.04,18.7,91.85%,82.42%,76.16%,73.48%
9/16/2019,14.6,14.67,17.2,18.47,19.05,99.52%,85.29%,79.43%,77.01%
9/17/2019,14.54,14.44,17.23,18.54,19.15,100.69%,83.81%,77.89%,75.40%
9/18/2019,14.13,13.95,16.86,18.31,19,101.29%,82.74%,76.19%,73.42%
9/19/2019,13.18,14.05,16.79,18.26,18.98,93.81%,83.68%,76.94%,74.03%
9/20/2019,14.68,15.32,17.71,18.96,19.57,95.82%,86.50%,80.80%,78.28%
9/23/2019,9.83,14.91,17.87,19.04,19.72,65.93%,83.44%,78.31%,75.61%
9/24/2019,17.73,17.05,18.55,19.44,19.84,103.99%,91.91%,87.71%,85.94%
9/25/2019,15.3,15.96,18,19.06,19.67,95.86%,88.67%,83.74%,81.14%
9/26/2019,15.2,16.07,18.12,19.16,19.74,94.59%,88.69%,83.87%,81.41%
9/27/2019,16.77,17.22,18.75,19.62,20.03,97.39%,91.84%,87.77%,85.97%
9/30/2019,15.28,16.24,17.96,19.02,19.6,94.09%,90.42%,85.38%,82.86%
10/1/2019,18.94,18.56,19.35,20.03,20.27,102.05%,95.92%,92.66%,91.56%
10/2/2019,21.71,20.56,20.74,21,20.91,105.59%,99.13%,97.90%,98.33%
10/3/2019,19.48,19.12,19.78,20.4,20.62,101.88%,96.66%,93.73%,92.73%
10/4/2019,16.27,17.04,18.59,19.51,20,95.48%,91.66%,87.34%,85.20%
10/7/2019,17.7,17.86,18.91,19.76,20.11,99.10%,94.45%,90.38%,88.81%
10/8/2019,20.29,20.28,20.39,20.82,20.94,100.05%,99.46%,97.41%,96.85%
10/9/2019,18.26,18.64,19.51,20.26,20.58,97.96%,95.54%,92.00%,90.57%
10/10/2019,17.78,17.57,18.79,19.74,20.19,101.20%,93.51%,89.01%,87.02%
10/11/2019,15.28,15.58,17.55,18.86,19.56,98.07%,88.77%,82.61%,79.65%
10/14/2019,14.01,14.57,17.12,18.58,19.49,96.16%,85.11%,78.42%,74.76%
10/15/2019,12.3,13.54,16.48,18.1,19.12,90.84%,82.16%,74.81%,70.82%
10/16/2019,11.92,13.68,16.48,18.12,19.26,87.13%,83.01%,75.50%,71.03%
10/17/2019,11.9,13.79,16.44,18.01,19.23,86.29%,83.88%,76.57%,71.71%
10/18/2019,12.35,14.25,16.65,18.21,19.45,86.67%,85.59%,78.25%,73.26%
10/21/2019,12.61,14,16.28,17.82,19.22,90.07%,86.00%,78.56%,72.84%
10/22/2019,13.3,14.46,16.55,18.02,19.34,91.98%,87.37%,80.24%,74.77%
10/23/2019,12.27,14.01,16.29,17.84,19.3,87.58%,86.00%,78.53%,72.59%
10/24/2019,11.89,13.71,16.25,17.84,19.3,86.73%,84.37%,76.85%,71.04%
10/25/2019,10.33,12.65,15.71,17.45,19.01,81.66%,80.52%,72.49%,66.54%
10/28/2019,11.7,13.11,15.99,17.59,19.11,89.24%,81.99%,74.53%,68.60%
10/29/2019,11.75,13.2,16.09,17.77,19.18,89.02%,82.04%,74.28%,68.82%
10/30/2019,10.67,12.33,15.69,17.48,19.02,86.54%,78.59%,70.54%,64.83%
10/31/2019,11.58,13.22,16.05,17.71,19.12,87.59%,82.37%,74.65%,69.14%
11/1/2019,9.84,12.3,15.42,17.29,18.83,80.00%,79.77%,71.14%,65.32%
11/4/2019,11.08,12.83,15.62,17.38,18.86,86.36%,82.14%,73.82%,68.03%
11/5/2019,10.99,13.1,15.91,17.65,19.09,83.89%,82.34%,74.22%,68.62%
11/6/2019,9.47,12.62,15.83,17.66,19.14,75.04%,79.72%,71.46%,65.94%
11/7/2019,10.16,12.73,15.8,17.64,19.14,79.81%,80.57%,72.17%,66.51%
11/8/2019,9.32,12.07,15.53,17.5,19.07,77.22%,77.72%,68.97%,63.29%
11/11/2019,10.69,12.69,15.6,17.54,19.1,84.24%,81.35%,72.35%,66.44%
11/12/2019,10.8,12.68,15.49,17.45,18.99,85.17%,81.86%,72.66%,66.77%
11/13/2019,10.97,13,15.62,17.48,18.95,84.38%,83.23%,74.37%,68.60%
11/14/2019,11.23,13.05,15.6,17.48,18.96,86.05%,83.65%,74.66%,68.83%
11/15/2019,9.67,12.05,14.99,17.1,18.68,80.25%,80.39%,70.47%,64.51%
11/18/2019,10.18,12.46,15.17,17.16,18.73,81.70%,82.14%,72.61%,66.52%
11/19/2019,10.25,12.86,15.5,17.4,18.87,79.70%,82.97%,73.91%,68.15%
11/20/2019,10.2,12.78,15.64,17.6,19.09,79.81%,81.71%,72.61%,66.95%
11/21/2019,10.56,13.13,15.82,17.84,19.27,80.43%,83.00%,73.60%,68.14%
11/22/2019,9.22,12.34,15.4,17.53,19.08,74.72%,80.13%,70.39%,64.68%
11/25/2019,9.76,11.87,14.99,17.15,18.74,82.22%,79.19%,69.21%,63.34%
11/26/2019,9.5,11.54,14.85,17,18.66,82.32%,77.71%,67.88%,61.84%
11/27/2019,9.9,11.75,14.96,17.06,18.62,84.26%,78.54%,68.87%,63.10%
11/29/2019,11.36,12.62,15.51,17.41,18.94,90.02%,81.37%,72.49%,66.63%
12/2/2019,15.3,14.91,16.84,18.2,19.39,102.62%,88.54%,81.92%,76.90%
12/3/2019,16.86,15.96,17.63,18.84,19.71,105.64%,90.53%,84.71%,80.97%
12/4/2019,14.92,14.8,16.98,18.27,19.39,100.81%,87.16%,81.01%,76.33%
12/5/2019,13.94,14.52,16.78,18.13,19.35,96.01%,86.53%,80.09%,75.04%
12/6/2019,12.81,13.62,16.21,17.74,19.1,94.05%,84.02%,76.78%,71.31%
12/9/2019,17.06,15.86,17.3,18.43,19.5,107.57%,91.68%,86.06%,81.33%
12/10/2019,16.24,15.68,17.13,18.37,19.44,103.57%,91.54%,85.36%,80.66%
12/11/2019,15.27,14.99,16.91,18.18,19.25,101.87%,88.65%,82.45%,77.87%
12/12/2019,14.67,13.94,16.09,17.61,18.91,105.24%,86.64%,79.16%,73.72%
12/13/2019,12.41,12.63,15.28,17.05,18.59,98.26%,82.66%,74.08%,67.94%
12/16/2019,11.63,12.14,14.98,16.68,18.37,95.80%,81.04%,72.78%,66.09%
12/17/2019,11.16,12.29,15.15,16.89,18.46,90.81%,81.12%,72.76%,66.58%
12/18/2019,10.3,12.58,15.2,16.91,18.37,81.88%,82.76%,74.39%,68.48%
12/19/2019,9.39,12.5,15.14,16.77,18.28,75.12%,82.56%,74.54%,68.38%
12/20/2019,9.27,12.51,15.32,16.85,18.37,74.10%,81.66%,74.24%,68.10%
12/23/2019,9.83,12.61,15.5,17,18.38,77.95%,81.35%,74.18%,68.61%
12/24/2019,9.56,12.67,15.52,16.97,18.37,75.45%,81.64%,74.66%,68.97%
12/26/2019,9.94,12.65,15.52,16.92,18.34,78.58%,81.51%,74.76%,68.97%
12/27/2019,11,13.43,15.95,17.28,18.51,81.91%,84.20%,77.72%,72.56%
12/30/2019,13.77,14.82,16.68,17.7,18.78,92.91%,88.85%,83.73%,78.91%
12/31/2019,13.26,13.78,15.87,17.13,18.5,96.23%,86.83%,80.44%,74.49%
1/2/2020,10.6,12.47,15.19,16.58,18.06,85.00%,82.09%,75.21%,69.05%
1/3/2020,12.78,14.02,16.01,17.16,18.44,91.16%,87.57%,81.70%,76.03%
1/6/2020,12.42,13.85,15.92,17.08,18.29,89.68%,87.00%,81.09%,75.72%
1/7/2020,12.34,13.79,15.86,17.02,18.2,89.49%,86.95%,81.02%,75.77%
1/8/2020,12.22,13.45,15.4,16.65,17.89,90.86%,87.34%,80.78%,75.18%
1/9/2020,10.86,12.54,14.95,16.36,17.6,86.60%,83.88%,76.65%,71.25%
1/10/2020,10.57,12.56,14.95,16.33,17.65,84.16%,84.01%,76.91%,71.16%
1/13/2020,10.05,12.32,14.64,16.03,17.41,81.57%,84.15%,76.86%,70.76%
1/14/2020,10.18,12.39,14.64,16.01,17.36,82.16%,84.63%,77.39%,71.37%
1/15/2020,9.69,12.42,14.63,15.98,17.35,78.02%,84.89%,77.72%,71.59%
1/16/2020,9.71,12.32,14.45,15.78,17.18,78.81%,85.26%,78.07%,71.71%
1/17/2020,9.04,12.1,14.41,15.76,17.08,74.71%,83.97%,76.78%,70.84%
1/21/2020,11.38,12.85,14.87,15.94,17.22,88.56%,86.42%,80.61%,74.62%
1/22/2020,11.03,12.91,14.98,16.11,17.29,85.44%,86.18%,80.14%,74.67%
1/23/2020,11.4,12.98,14.99,16.11,17.21,87.83%,86.59%,80.57%,75.42%
1/24/2020,14.65,14.56,16.07,16.78,17.75,100.62%,90.60%,86.77%,82.03%
1/27/2020,21.3,18.23,18.16,18.11,18.52,116.84%,100.39%,100.66%,98.43%
1/28/2020,18.34,16.28,17.03,17.35,18.05,112.65%,95.60%,93.83%,90.19%
1/29/2020,18.12,16.39,17.03,17.36,18.03,110.56%,96.24%,94.41%,90.90%
1/30/2020,16.41,15.49,16.59,17.03,17.84,105.94%,93.37%,90.96%,86.83%
1/31/2020,21.66,18.84,18.63,18.34,18.57,114.97%,101.13%,102.73%,101.45%
2/3/2020,19.23,17.97,18.04,18.09,18.38,107.01%,99.61%,99.34%,97.77%
2/4/2020,15.81,16.05,16.7,17.06,17.83,98.50%,96.11%,94.08%,90.02%
2/5/2020,13.69,15.15,16.11,16.67,17.53,90.36%,94.04%,90.88%,86.42%
2/6/2020,12.98,14.96,15.89,16.57,17.46,86.76%,94.15%,90.28%,85.68%
2/7/2020,13.73,15.47,16.29,16.94,17.73,88.75%,94.97%,91.32%,87.25%
2/10/2020,12.89,15.04,16.13,16.78,17.57,85.70%,93.24%,89.63%,85.60%
2/11/2020,13.04,15.18,16.14,16.83,17.61,85.90%,94.05%,90.20%,86.20%
2/12/2020,10.84,13.74,15.36,16.34,17.32,78.89%,89.45%,84.09%,79.33%
2/13/2020,11.83,14.15,15.68,16.55,17.46,83.60%,90.24%,85.50%,81.04%
2/14/2020,10.98,13.68,15.5,16.46,17.37,80.26%,88.26%,83.11%,78.76%
2/18/2020,13.02,14.83,16.1,16.86,17.59,87.80%,92.11%,87.96%,84.31%
2/19/2020,11.88,14.38,15.82,16.76,17.56,82.61%,90.90%,85.80%,81.89%
2/20/2020,13.86,15.56,16.6,17.24,17.86,89.07%,93.73%,90.26%,87.12%
2/21/2020,15.77,17.08,17.61,17.92,18.33,92.33%,96.99%,95.31%,93.18%
2/24/2020,31.9,25.03,21.92,20.48,19.9,127.45%,114.19%,122.22%,125.78%
2/25/2020,36.35,27.85,23.86,21.88,20.86,130.52%,116.72%,127.29%,133.51%
2/26/2020,34.84,27.56,23.7,21.85,20.79,126.42%,116.29%,126.13%,132.56%
2/27/2020,54.74,39.16,29.92,25.61,23.11,139.79%,130.88%,152.91%,169.45%
2/28/2020,52.9,40.11,29.85,25.91,23.14,131.89%,134.37%,154.81%,173.34%
3/2/2020,42.17,33.42,27.7,24.73,22.31,126.18%,120.65%,135.14%,149.80%
3/3/2020,47.34,36.82,30.17,26.34,23.5,128.57%,122.04%,139.79%,156.68%
3/4/2020,37.06,31.99,27.51,24.88,22.79,115.85%,116.28%,128.58%,140.37%
3/5/2020,48.63,39.62,32.57,28.9,25.55,122.74%,121.65%,137.09%,155.07%
3/6/2020,48.55,41.94,35.46,31.4,27.73,115.76%,118.27%,133.57%,151.24%
3/9/2020,70.3,54.46,43.05,36.89,31.16,129.09%,126.50%,147.63%,174.78%
3/10/2020,57.39,47.3,39.44,34.34,29.9,121.33%,119.93%,137.74%,158.19%
3/11/2020,68.21,53.9,44.37,38.54,32.29,126.55%,121.48%,139.85%,166.92%
3/12/2020,103.56,75.47,57.24,47.81,38.38,137.22%,131.85%,157.85%,196.64%
3/13/2020,69.87,57.83,48.31,41.23,34.04,120.82%,119.71%,140.26%,169.89%
3/16/2020,106.66,82.69,67.7,55.4,41.47,128.99%,122.14%,149.26%,199.40%
3/17/2020,92.93,75.91,65.27,54.81,42.01,122.42%,116.30%,138.50%,180.70%
3/18/2020,97.22,76.45,72.98,61.11,45.86,127.17%,104.75%,125.10%,166.70%
3/19/2020,91.02,72,69.47,56.06,43.09,126.42%,103.64%,128.43%,167.09%
3/20/2020,83.47,66.04,65.59,53.12,40.15,126.39%,100.69%,124.32%,164.48%
3/23/2020,78.76,61.59,56.64,46.59,36.37,127.88%,108.74%,132.20%,169.34%
3/24/2020,78.04,61.67,52.11,41.59,32.67,126.54%,118.35%,148.28%,188.77%
3/25/2020,81.3,63.95,53.85,44.31,34.16,127.13%,118.76%,144.32%,187.21%
3/26/2020,73.61,61,49.79,40.85,32.71,120.67%,122.51%,149.33%,186.49%
3/27/2020,72.33,65.54,55.75,47.71,35.21,110.36%,117.56%,137.37%,186.14%
3/30/2020,62.8,57.08,51.26,43.89,34.25,110.02%,111.35%,130.05%,166.66%
3/31/2020,60.16,53.54,48.32,42.47,34.12,112.36%,110.80%,126.07%,156.92%
4/1/2020,61.33,57.06,51.17,45.18,36.47,107.48%,111.51%,126.29%,156.46%
4/2/2020,52.81,50.91,47.3,42.67,34.79,103.73%,107.63%,119.31%,146.34%
4/3/2020,46.66,46.8,44.84,40.84,33.82,99.70%,104.37%,114.59%,138.38%
4/6/2020,47.02,45.24,43.09,39.15,32.6,103.93%,104.99%,115.56%,138.77%
4/7/2020,48.34,46.7,43.42,39.54,33.68,103.51%,107.55%,118.11%,138.66%
4/8/2020,42.46,43.35,41.59,38.32,32.95,97.95%,104.23%,113.13%,131.56%
4/9/2020,40.42,41.67,40.61,37.42,32.43,97.00%,102.61%,111.36%,128.49%
4/13/2020,41.74,41.17,39.97,37,32.37,101.38%,103.00%,111.27%,127.19%
4/14/2020,38.81,37.76,36.46,34.91,31.11,102.78%,103.57%,108.16%,121.38%
4/15/2020,41.64,40.84,39.28,36.94,32.74,101.96%,103.97%,110.56%,124.74%
4/16/2020,40.49,40.11,39.21,37.04,32.95,100.95%,102.30%,108.29%,121.73%
4/17/2020,36.18,38.15,37.28,35.66,32.43,94.84%,102.33%,106.98%,117.64%
4/20/2020,44,43.83,40.97,38.29,33.59,100.39%,106.98%,114.47%,130.49%
4/21/2020,45.46,45.41,43.28,40.39,35.35,100.11%,104.92%,112.43%,128.46%
4/22/2020,40.21,41.98,40.92,38.89,34.49,95.78%,102.59%,107.95%,121.72%
4/23/2020,39.35,41.38,40.86,39.16,34.8,95.09%,101.27%,105.67%,118.91%
4/24/2020,31.72,35.93,37.81,37.1,33.52,88.28%,95.03%,96.85%,107.19%
4/27/2020,31.41,33.29,35.33,35.12,32.11,94.35%,94.23%,94.79%,103.67%
4/28/2020,32.44,33.57,35.37,34.95,31.79,96.63%,94.91%,96.05%,105.60%
4/29/2020,29.66,31.23,33.33,33.19,30.68,94.97%,93.70%,94.09%,101.79%
4/30/2020,32.88,34.15,35.05,34.49,31.61,96.28%,97.43%,99.01%,108.04%
5/1/2020,35.57,37.19,37.97,36.85,33.29,95.64%,97.95%,100.92%,111.72%
5/4/2020,35.45,35.97,37,36.43,33.09,98.55%,97.22%,98.74%,108.70%
5/5/2020,33.19,33.61,35.52,35.29,32.38,98.75%,94.62%,95.24%,103.80%
5/6/2020,33.98,34.12,35.68,35.58,32.71,99.59%,95.63%,95.90%,104.31%
5/7/2020,29.75,31.44,34.01,34.45,31.91,94.62%,92.44%,91.26%,98.53%
5/8/2020,24.89,27.98,31.64,32.73,30.67,88.96%,88.43%,85.49%,91.23%
5/11/2020,26.17,27.57,30.39,32.13,30.27,94.92%,90.72%,85.81%,91.08%
5/12/2020,33.36,33.04,34.26,34.77,31.99,100.97%,96.44%,95.02%,103.28%
5/13/2020,34.63,35.28,36.51,36.72,33.3,98.16%,96.63%,96.08%,105.95%
5/14/2020,31.66,32.61,34.9,35.66,32.73,97.09%,93.44%,91.45%,99.63%
5/15/2020,29.71,31.89,34.51,35.57,32.83,93.16%,92.41%,89.65%,97.14%
5/18/2020,27.62,29.3,31.77,33.14,30.89,94.27%,92.23%,88.41%,94.85%
5/19/2020,28.03,30.53,32.81,33.59,31.16,91.81%,93.05%,90.89%,97.98%
5/20/2020,24.93,27.99,31.11,32.45,30.31,89.07%,89.97%,86.26%,92.35%
5/21/2020,26.15,29.53,32.38,33.59,31.13,88.55%,91.20%,87.91%,94.86%
5/22/2020,23.47,28.16,31.54,33.16,30.68,83.35%,89.28%,84.92%,91.79%
5/26/2020,25.5,28.01,30.85,32.55,29.94,91.04%,90.79%,86.05%,93.55%
5/27/2020,25.17,27.62,30.19,31.85,29.23,91.13%,91.49%,86.72%,94.49%
5/28/2020,26.02,28.59,31.21,32.59,29.66,91.01%,91.61%,87.73%,96.39%
5/29/2020,24.59,27.51,30.27,31.96,29.29,89.39%,90.88%,86.08%,93.92%
6/1/2020,27.08,28.23,30.92,32.41,29.43,95.93%,91.30%,87.10%,95.92%
6/2/2020,25.06,26.84,29.93,31.78,28.99,93.37%,89.68%,84.46%,92.58%
6/3/2020,23.97,25.66,28.91,31.07,28.56,93.41%,88.76%,82.59%,89.85%
6/4/2020,23.56,25.81,28.85,30.99,28.61,91.28%,89.46%,83.28%,90.21%
6/5/2020,22.63,24.52,27.42,29.68,27.47,92.29%,89.42%,82.61%,89.26%
6/8/2020,25.18,25.81,28.08,30.04,27.6,97.56%,91.92%,85.92%,93.51%
6/9/2020,26.92,27.57,29.67,31.24,28.7,97.64%,92.92%,88.25%,96.06%
6/10/2020,27.1,27.57,29.57,31.23,28.63,98.30%,93.24%,88.28%,96.30%
6/11/2020,42.06,40.79,40.43,39.68,33.18,103.11%,100.89%,102.80%,122.94%
6/12/2020,36.52,36.09,38.05,37.79,32.34,101.19%,94.85%,95.50%,111.60%
6/15/2020,35.98,34.4,36.43,36.66,31.55,104.59%,94.43%,93.84%,109.03%
6/16/2020,35.38,33.67,35.8,36.26,31.4,105.08%,94.05%,92.86%,107.23%
6/17/2020,33.98,33.47,35.72,36.59,31.79,101.52%,93.70%,91.47%,105.28%
6/18/2020,32.05,32.94,35.14,36.11,31.97,97.30%,93.74%,91.22%,103.03%
6/19/2020,33.92,35.12,36.68,37.74,32.92,96.58%,95.75%,93.06%,106.68%
6/22/2020,31.23,31.77,33.75,35,31.31,98.30%,94.13%,90.77%,101.47%
6/23/2020,30.29,31.37,33.06,34.17,30.94,96.56%,94.89%,91.81%,101.39%
6/24/2020,33.25,33.84,35.39,35.57,31.99,98.26%,95.62%,95.14%,105.78%
6/25/2020,30.92,32.22,34.09,34.84,31.41,95.97%,94.51%,92.48%,102.58%
6/26/2020,33.31,34.73,35.8,36.23,32.34,95.91%,97.01%,95.86%,107.39%
6/29/2020,30.42,31.78,33.91,34.48,31.18,95.72%,93.72%,92.17%,101.92%
6/30/2020,29.14,30.43,32.52,33.13,30.27,95.76%,93.57%,91.85%,100.53%
7/1/2020,25.2,28.62,31.68,32.56,29.88,88.05%,90.34%,87.90%,95.78%
7/2/2020,22.64,27.68,30.87,31.82,29.29,81.79%,89.67%,86.99%,94.50%
7/6/2020,25.23,27.94,30.98,31.66,29.05,90.30%,90.19%,88.25%,96.18%
7/7/2020,26.84,29.43,32.07,32.49,29.8,91.20%,91.77%,90.58%,98.76%
7/8/2020,23.67,28.08,31.19,31.83,29.36,84.29%,90.03%,88.22%,95.64%
7/9/2020,25.55,29.26,32.06,32.37,29.75,87.32%,91.27%,90.39%,98.35%
7/10/2020,22.59,27.29,31.02,31.72,29.23,82.78%,87.98%,86.03%,93.36%
7/13/2020,30.31,32.19,34.54,35.02,31.51,94.16%,93.20%,91.92%,102.16%
7/14/2020,27.78,29.52,32.56,33.28,31.85,94.11%,90.66%,88.70%,92.68%
7/15/2020,25.22,27.76,31.56,32.74,31.76,90.85%,87.96%,84.79%,87.41%
7/16/2020,25.85,28,31.55,32.75,31.06,92.32%,88.75%,85.50%,90.15%
7/17/2020,22.16,25.68,30.37,31.73,31,86.29%,84.56%,80.93%,82.84%
7/20/2020,22.52,24.46,29.1,30.43,30.11,92.07%,84.05%,80.38%,81.24%
7/21/2020,23.33,24.84,29.47,30.7,30.34,93.92%,84.29%,80.91%,81.87%
7/22/2020,21.65,24.32,29.05,30.43,30.05,89.02%,83.72%,79.92%,80.93%
7/23/2020,24.1,26.08,30.25,31.94,30.72,92.41%,86.21%,81.65%,84.90%
7/24/2020,22.7,25.84,30.56,31.65,30.52,87.85%,84.55%,81.64%,84.67%
7/27/2020,22.38,24.74,30,31.33,30.25,90.46%,82.47%,78.97%,81.79%
7/28/2020,23.54,25.44,30.1,31.47,30.93,92.53%,84.52%,80.84%,82.25%
7/29/2020,21.93,24.1,29.29,30.97,30.59,91.00%,82.28%,77.82%,78.78%
7/30/2020,22.79,24.76,29.76,31.39,30.04,92.04%,83.20%,78.88%,82.42%
7/31/2020,20.61,24.46,29.71,31.21,30.53,84.26%,82.33%,78.37%,80.12%
8/3/2020,20.95,24.28,29.66,31.18,30.65,86.29%,81.86%,77.87%,79.22%
8/4/2020,20.44,23.76,29.09,30.72,30.01,86.03%,81.68%,77.34%,79.17%
8/5/2020,19.02,22.99,28.6,30.32,29.67,82.73%,80.38%,75.82%,77.49%
8/6/2020,19.4,22.65,28.2,30.11,30.09,85.65%,80.32%,75.22%,75.27%
8/7/2020,18.08,22.21,28.28,30.22,30.27,81.40%,78.54%,73.49%,73.37%
8/10/2020,18.88,22.13,28.05,29.91,30.2,85.31%,78.89%,73.99%,73.28%
8/11/2020,21.89,24.03,29.17,30.79,30.81,91.09%,82.38%,78.04%,77.99%
8/12/2020,18.9,22.28,28.12,29.85,30.06,84.83%,79.23%,74.64%,74.12%
8/13/2020,18.54,22.13,28.17,30.05,30.11,83.78%,78.56%,73.64%,73.50%
8/14/2020,17.87,22.05,28.37,30.45,30.95,81.04%,77.72%,72.41%,71.24%
8/17/2020,17.6,21.35,27.45,29.5,30.21,82.44%,77.78%,72.37%,70.67%
8/18/2020,17.82,21.51,27.35,29.63,30.14,82.85%,78.65%,72.60%,71.37%
8/19/2020,19.23,22.54,28.11,30.3,30.27,85.31%,80.18%,74.39%,74.46%
8/20/2020,18.85,22.72,28.13,29.34,31.68,82.97%,80.77%,77.44%,71.72%
8/21/2020,18.01,22.54,28.17,29.51,31.79,79.90%,80.01%,76.38%,70.90%
8/24/2020,18.81,22.37,28.1,29.5,32.57,84.09%,79.61%,75.83%,68.68%
8/25/2020,18.09,22.03,27.91,29.36,31.38,82.12%,78.93%,75.03%,70.20%
8/26/2020,19.96,23.27,28.7,29.87,31.66,85.78%,81.08%,77.90%,73.50%
8/27/2020,20.19,24.47,29.93,30.63,33.92,82.51%,81.76%,79.89%,72.14%
8/28/2020,17.13,22.96,29.62,30.49,32.52,74.61%,77.52%,75.30%,70.60%
8/31/2020,21.1,26.41,31.85,32.2,34.46,79.89%,82.92%,82.02%,76.64%
9/1/2020,19.65,26.12,32.1,32.42,34.02,75.23%,81.37%,80.57%,76.78%
9/2/2020,20.71,26.57,32.67,33.24,35.77,77.95%,81.33%,79.93%,74.28%
9/3/2020,30.45,33.6,37.63,35.54,40.86,90.63%,89.29%,94.54%,82.23%
9/4/2020,29.41,30.75,34.75,33.94,34.33,95.64%,88.49%,90.60%,89.57%
9/8/2020,32.91,31.46,34.31,33.44,33.89,104.61%,91.69%,94.08%,92.83%
9/9/2020,29.09,28.81,32.12,31.99,33.12,100.97%,89.69%,90.06%,86.99%
9/10/2020,30.43,29.71,32.92,32.67,33.4,102.42%,90.25%,90.94%,88.95%
9/11/2020,26.33,26.87,31.13,31.66,33.07,97.99%,86.32%,84.87%,81.25%
9/14/2020,25.06,25.85,30.48,31.3,32.66,96.94%,84.81%,82.59%,79.15%
9/15/2020,24.22,25.59,30.27,31.29,32.33,94.65%,84.54%,81.78%,79.15%
9/16/2020,23.77,26.04,30.57,31.62,32.57,91.28%,85.18%,82.35%,79.95%
9/17/2020,24.95,26.46,30.75,31.82,32.74,94.29%,86.05%,83.16%,80.82%
9/18/2020,24.02,25.83,30.46,31.69,33.66,92.99%,84.80%,81.51%,76.74%
9/21/2020,28.11,27.78,31.64,32.46,32.76,101.19%,87.80%,85.58%,84.80%
9/22/2020,25.95,26.86,31.67,32.54,32.67,96.61%,84.81%,82.54%,82.22%
9/23/2020,27.97,28.58,33.28,33.49,33.26,97.87%,85.88%,85.34%,85.93%
9/24/2020,27.65,28.51,33.06,33.39,32.87,96.98%,86.24%,85.38%,86.74%
9/25/2020,24.57,26.38,32.03,32.62,32.28,93.14%,82.36%,80.87%,81.72%
9/28/2020,25.21,26.19,31.74,32.21,32.23,96.26%,82.51%,81.31%,81.26%
9/29/2020,25.99,26.27,31.09,31.84,31.73,98.93%,84.50%,82.51%,82.79%
9/30/2020,25.77,26.37,31.64,32.18,30.95,97.72%,83.34%,81.95%,85.20%
10/1/2020,24.8,26.7,31.72,32.59,31.79,92.88%,84.17%,81.93%,83.99%
10/2/2020,24.64,27.63,32.39,33.1,31.63,89.18%,85.30%,83.47%,87.35%
10/5/2020,23.51,27.96,31.28,32.2,31.01,84.08%,89.39%,86.83%,90.16%
10/6/2020,25.08,29.48,31.88,32.67,31.83,85.07%,92.47%,90.24%,92.62%
10/7/2020,21.74,28.06,30.7,31.6,31.19,77.48%,91.40%,88.80%,89.96%
10/8/2020,19.94,26.36,29.49,30.83,30.84,75.64%,89.39%,85.50%,85.47%
10/9/2020,18.85,25,28.28,29.59,29.49,75.40%,88.40%,84.49%,84.77%
10/12/2020,20.3,25.07,27.98,29.28,29.2,80.97%,89.60%,85.62%,85.86%
10/13/2020,21.39,26.07,28.35,29.45,29.35,82.05%,91.96%,88.52%,88.82%
10/14/2020,21.3,26.4,28.24,29.29,29.25,80.68%,93.48%,90.13%,90.26%
